12,   ******** ,3,1, 预制梁板(现浇), 左幅,8,-17875.99,-9576.9,2499.58,-18468.26,-9319.29,2486.75,-12187.8,-1312.49,2507.21,-11595.54,-1570.11,2520.04,-17875.99,-9576.9,1999.58,-18468.26,-9319.29,1986.75,-12187.8,-1312.49,2007.21,-11595.54,-1570.11,2020.04
13,   ******** ,4,1, 预制梁板(现浇), 左幅,8,-20553.02,-8412.49,2441.6,-21145.29,-8154.88,2428.77,-14864.83,-148.08,2449.24,-14272.57,-405.7,2462.06,-20553.02,-8412.49,1941.6,-21145.29,-8154.88,1928.77,-14864.83,-148.08,1949.24,-14272.57,-405.7,1962.06
14,   ******** ,5,1, 预制梁板(现浇), 左幅,8,-23230.05,-7248.08,2383.62,-23822.32,-6990.47,2370.79,-17541.86,1016.33,2391.26,-16949.6,758.71,2404.09,-23230.05,-7248.08,1883.62,-23822.32,-6990.47,1870.79,-17541.86,1016.33,1891.26,-16949.6,758.71,1904.09
15,   ******** ,6,1, 预制梁板(现浇), 左幅,8,-25907.08,-6083.67,2325.64,-26523.04,-5815.76,2312.3,-20242.58,2191.04,2332.77,-19626.63,1923.12,2346.11,-25907.08,-6083.67,1825.64,-26523.04,-5815.76,1812.3,-20242.58,2191.04,1832.77,-19626.63,1923.12,1846.11
16,   ******** ,7,1, 预制梁板(现浇), 左幅,8,-28607.8,-4908.96,2267.15,-29034.23,-4723.48,2257.92,-22753.78,3283.32,2278.38,-22327.35,3097.84,2287.62,-28607.8,-4908.96,1767.15,-29034.23,-4723.48,1757.92,-22753.78,3283.32,1778.38,-22327.35,3097.84,1787.62
17,   ******** ,8,1, 预制梁板(现浇), 左幅,8,-31119,-3816.68,2212.77,-31545.43,-3631.2,2203.53,-25264.98,4375.6,2224,-24838.55,4190.12,2233.23,-31119,-3816.68,1712.77,-31545.43,-3631.2,1703.53,-25264.98,4375.6,1724,-24838.55,4190.12,1733.23
18,   ******** ,9,1, 预制梁板(现浇), 左幅,8,-33630.2,-2724.4,2158.38,-34056.63,-2538.92,2149.15,-27776.17,5467.88,2169.61,-27349.74,5282.4,2178.85,-33630.2,-2724.4,1658.38,-34056.63,-2538.92,1649.15,-27776.17,5467.88,1669.61,-27349.74,5282.4,1678.85
19,   ******** ,6,2, 预制梁板(预制), 左幅,8,-29993.74,-14858.43,2350.69,-32078.69,-13951.7,2305.53,-25919.84,-6099.93,2325.6,-23835.07,-7006.73,2370.75,-29993.74,-14858.43,1850.69,-32078.69,-13951.7,1805.53,-25919.84,-6099.93,1825.6,-23835.07,-7006.73,1870.75
20,   ******** ,1,2, 预制梁板(预制), 左幅,8,-16560.68,-20701.47,2641.61,-18693.53,-19773.75,2595.42,-12534.69,-11921.99,2615.49,-10400.84,-12850.13,2661.7,-16560.68,-20701.47,2141.61,-18693.53,-19773.75,2095.42,-12534.69,-11921.99,2115.49,-10400.84,-12850.13,2161.7
21,   ******** ,2,2, 预制梁板(预制), 左幅,8,-19285.61,-19516.07,2582.6,-21370.57,-18609.34,2537.44,-15211.72,-10757.58,2557.51,-13126.95,-11664.37,2602.66,-19285.61,-19516.07,2082.6,-21370.57,-18609.34,2037.44,-15211.72,-10757.58,2057.51,-13126.95,-11664.37,2102.66
